datetime,open,high,low,close,volume
2024-01-08 08:00:00,2024.605,2036.778,2018.345,2032.085,0
2024-01-08 12:00:00,2032.155,2033.015,2025.978,2027.048,0
2024-01-08 16:00:00,2027.048,2034.798,2026.998,2034.208,0
2024-01-08 20:00:00,2034.205,2035.775,2031.115,2032.795,0
2024-01-09 00:00:00,2032.815,2038.078,2030.245,2034.145,0
2024-01-09 04:00:00,2034.145,2038.428,2033.025,2036.255,0
2024-01-09 08:00:00,2036.295,2041.898,2026.015,2031.075,0
2024-01-09 12:00:00,2031.078,2031.945,2026.688,2028.315,0
2024-01-09 16:00:00,2028.335,2031.125,2028.275,2030.155,0
2024-01-09 20:00:00,2030.175,2032.785,2027.145,2029.725,0
2024-01-10 00:00:00,2029.785,2035.845,2023.795,2035.195,0
2024-01-10 04:00:00,2035.165,2040.135,2031.145,2031.415,0
2024-01-10 08:00:00,2031.435,2033.895,2024.635,2026.918,0
2024-01-10 12:00:00,2026.905,2027.628,2020.395,2023.495,0
2024-01-10 16:00:00,2023.485,2028.325,2023.128,2027.748,0
2024-01-10 20:00:00,2027.748,2032.185,2026.928,2031.995,0
2024-01-11 00:00:00,2032.095,2035.655,2030.295,2030.718,0
2024-01-11 04:00:00,2030.708,2034.935,2030.125,2032.315,0
2024-01-11 08:00:00,2032.325,2043.864,2013.545,2016.595,0
2024-01-11 12:00:00,2016.675,2028.475,2013.225,2027.395,0
2024-01-11 16:00:00,2027.415,2035.455,2027.093,2031.035,0
2024-01-11 20:00:00,2031.025,2035.575,2029.975,2034.578,0
2024-01-12 00:00:00,2034.578,2039.765,2033.575,2038.645,0
2024-01-12 04:00:00,2038.605,2053.625,2037.755,2047.665,0
2024-01-12 08:00:00,2047.765,2062.145,2044.258,2048.235,0
2024-01-12 12:00:00,2048.155,2048.505,2041.325,2043.815,0
2024-01-14 16:00:00,2048.498,2048.605,2045.675,2047.775,0
2024-01-14 20:00:00,2047.735,2057.985,2047.405,2054.235,0
2024-01-15 00:00:00,2054.215,2058.505,2052.765,2056.545,0
2024-01-15 04:00:00,2056.475,2056.925,2051.265,2052.655,0
2024-01-15 08:00:00,2052.725,2054.868,2049.29,2053.965,0
2024-01-15 12:00:00,2053.945,2056.218,2053.458,2054.505,0
2024-01-15 16:00:00,2053.914,2055.495,2050.685,2051.345,0
2024-01-15 20:00:00,2051.335,2053.238,2048.265,2049.325,0
2024-01-16 00:00:00,2049.345,2050.825,2042.025,2043.015,0
2024-01-16 04:00:00,2042.995,2043.825,2035.535,2038.365,0
2024-01-16 08:00:00,2038.335,2044.915,2031.275,2033.358,0
2024-01-16 12:00:00,2033.355,2033.715,2024.165,2028.128,0
2024-01-16 16:00:00,2028.128,2028.805,2025.515,2028.405,0
2024-01-16 20:00:00,2028.344,2032.815,2023.185,2025.355,0
2024-01-17 00:00:00,2025.335,2026.498,2017.598,2021.365,0
2024-01-17 04:00:00,2021.325,2028.898,2018.915,2028.255,0
2024-01-17 08:00:00,2028.325,2028.568,2004.215,2005.365,0
2024-01-17 12:00:00,2005.345,2007.975,2001.755,2006.015,0
2024-01-17 16:00:00,2006.045,2010.758,2004.905,2010.658,0
2024-01-17 20:00:00,2010.678,2012.055,2006.345,2008.035,0
2024-01-18 00:00:00,2008.045,2014.045,2005.705,2009.595,0
2024-01-18 04:00:00,2009.585,2017.155,2008.075,2014.885,0
2024-01-18 08:00:00,2014.885,2017.635,2007.175,2014.805,0
2024-01-18 12:00:00,2014.805,2022.565,2013.165,2022.195,0
2024-01-18 16:00:00,2022.155,2024.555,2021.095,2023.005,0
2024-01-18 20:00:00,2022.995,2025.475,2020.625,2020.995,0
2024-01-19 00:00:00,2020.975,2030.115,2020.325,2029.635,0
2024-01-19 04:00:00,2029.625,2035.055,2027.525,2032.735,0
2024-01-19 08:00:00,2032.725,2039.278,2023.035,2024.745,0
2024-01-19 12:00:00,2024.765,2029.475,2024.265,2028.295,0
2024-01-19 16:00:00,2028.225,2029.815,2028.058,2029.375,0
2024-01-21 16:00:00,2029.715,2029.715,2025.385,2028.925,0
2024-01-21 20:00:00,2028.945,2032.005,2024.565,2025.405,0
2024-01-22 00:00:00,2025.335,2026.165,2018.985,2022.155,0
2024-01-22 04:00:00,2022.155,2030.028,2020.495,2029.558,0
2024-01-22 08:00:00,2029.555,2029.588,2016.448,2023.535,0
2024-01-22 12:00:00,2023.505,2024.438,2019.055,2020.745,0
2024-01-22 16:00:00,2020.725,2023.025,2020.135,2022.665,0
2024-01-22 20:00:00,2022.665,2027.855,2019.515,2027.508,0
2024-01-23 00:00:00,2027.494,2037.808,2027.165,2028.875,0
2024-01-23 04:00:00,2028.875,2030.405,2022.298,2025.578,0
2024-01-23 08:00:00,2025.578,2030.265,2021.325,2025.635,0
2024-01-23 12:00:00,2025.638,2030.558,2022.565,2028.575,0
2024-01-23 16:00:00,2028.555,2029.555,2026.915,2027.345,0
2024-01-23 20:00:00,2027.325,2028.925,2023.628,2024.405,0
2024-01-24 00:00:00,2024.395,2032.175,2022.725,2030.795,0
2024-01-24 04:00:00,2030.775,2034.298,2029.165,2032.635,0
2024-01-24 08:00:00,2032.635,2036.575,2011.825,2015.195,0
2024-01-24 12:00:00,2015.215,2019.715,2011.105,2012.195,0
2024-01-24 16:00:00,2012.205,2017.565,2011.955,2015.385,0
2024-01-24 20:00:00,2015.375,2017.175,2014.435,2015.665,0
2024-01-25 00:00:00,2015.665,2018.225,2012.555,2013.745,0
2024-01-25 04:00:00,2013.745,2019.445,2012.715,2013.665,0
2024-01-25 08:00:00,2013.665,2025.175,2009.455,2014.455,0
2024-01-25 12:00:00,2014.475,2020.225,2012.415,2020.035,0
2024-01-25 16:00:00,2020.035,2021.811,2018.275,2021.105,0
2024-01-25 20:00:00,2021.105,2024.125,2020.945,2021.115,0
2024-01-26 00:00:00,2021.075,2023.395,2019.735,2020.385,0
2024-01-26 04:00:00,2020.415,2024.545,2018.105,2021.175,0
2024-01-26 08:00:00,2021.175,2026.715,2015.845,2018.095,0
2024-01-26 12:00:00,2018.055,2019.205,2015.955,2018.465,0
2024-01-26 16:00:00,2018.405,2019.055,2017.875,2017.915,0
2024-01-28 16:00:00,2024.215,2028.384,2019.195,2021.535,0
2024-01-28 20:00:00,2021.445,2027.445,2021.015,2026.185,0
2024-01-29 00:00:00,2026.205,2033.795,2024.625,2031.505,0
2024-01-29 04:00:00,2031.525,2031.865,2025.358,2028.335,0
2024-01-29 08:00:00,2028.445,2037.465,2020.485,2027.005,0
2024-01-29 12:00:00,2027.025,2035.145,2025.045,2032.608,0
2024-01-29 16:00:00,2032.485,2034.025,2029.055,2033.525,0
2024-01-29 20:00:00,2033.515,2033.905,2029.745,2031.705,0
2024-01-30 00:00:00,2031.595,2040.285,2031.485,2038.215,0
2024-01-30 04:00:00,2038.265,2038.555,2031.298,2035.875,0
2024-01-30 08:00:00,2035.895,2048.448,2028.935,2035.805,0
2024-01-30 12:00:00,2035.805,2036.918,2031.345,2035.878,0
2024-01-30 16:00:00,2035.835,2038.528,2035.545,2035.985,0
2024-01-30 20:00:00,2035.945,2037.105,2032.735,2034.475,0
2024-01-31 00:00:00,2034.465,2040.305,2033.165,2038.955,0
2024-01-31 04:00:00,2038.915,2039.675,2036.425,2038.358,0
2024-01-31 08:00:00,2038.358,2055.878,2035.955,2049.895,0
2024-01-31 12:00:00,2049.835,2050.975,2031.0,2034.785,0
2024-01-31 16:00:00,2034.755,2042.575,2033.265,2040.645,0
2024-01-31 20:00:00,2040.645,2049.475,2039.908,2045.634,0
2024-02-01 00:00:00,2045.605,2046.215,2038.885,2041.875,0
2024-02-01 04:00:00,2041.845,2042.735,2029.905,2034.165,0
2024-02-01 08:00:00,2034.135,2065.348,2030.745,2059.245,0
2024-02-01 12:00:00,2059.265,2062.345,2051.158,2055.495,0
2024-02-01 16:00:00,2055.405,2056.845,2053.765,2054.905,0
2024-02-01 20:00:00,2054.935,2055.935,2051.775,2054.965,0
2024-02-02 00:00:00,2054.945,2056.855,2053.595,2053.945,0
2024-02-02 04:00:00,2053.905,2056.265,2052.595,2055.115,0
2024-02-02 08:00:00,2055.185,2057.545,2027.635,2036.165,0
2024-02-02 12:00:00,2036.215,2038.665,2033.838,2035.945,0
2024-02-02 16:00:00,2036.005,2039.735,2036.005,2039.275,0
2024-02-04 16:00:00,2040.054,2042.034,2033.545,2035.575,0
2024-02-04 20:00:00,2035.535,2038.645,2030.108,2031.825,0
2024-02-05 00:00:00,2031.785,2031.965,2021.385,2023.365,0
2024-02-05 04:00:00,2023.355,2028.258,2020.555,2022.558,0
2024-02-05 08:00:00,2022.505,2023.558,2014.835,2022.088,0
2024-02-05 12:00:00,2022.065,2027.465,2021.245,2024.895,0
2024-02-05 16:00:00,2024.895,2027.555,2023.665,2026.744,0
2024-02-05 20:00:00,2026.735,2028.505,2023.395,2026.245,0
2024-02-06 00:00:00,2026.285,2029.715,2023.285,2023.735,0
2024-02-06 04:00:00,2023.705,2027.828,2022.795,2027.685,0
2024-02-06 08:00:00,2027.635,2038.785,2026.175,2036.498,0
2024-02-06 12:00:00,2036.495,2038.295,2032.005,2035.655,0
2024-02-06 16:00:00,2035.635,2036.078,2034.325,2034.995,0
2024-02-06 20:00:00,2034.995,2035.755,2033.965,2035.145,0
2024-02-07 00:00:00,2035.125,2036.085,2031.138,2032.805,0
2024-02-07 04:00:00,2032.845,2035.705,2030.505,2033.385,0
2024-02-07 08:00:00,2033.475,2044.465,2032.265,2038.325,0
2024-02-07 12:00:00,2038.255,2038.365,2034.0,2034.638,0
2024-02-07 16:00:00,2034.635,2037.665,2033.605,2037.205,0
2024-02-07 20:00:00,2037.255,2038.635,2031.605,2032.125,0
2024-02-08 00:00:00,2032.045,2035.045,2028.835,2030.735,0
2024-02-08 04:00:00,2030.725,2038.355,2023.555,2024.865,0
2024-02-08 08:00:00,2024.945,2033.935,2020.095,2031.835,0
2024-02-08 12:00:00,2031.845,2035.175,2030.245,2032.885,0
2024-02-08 16:00:00,2032.915,2034.848,2031.785,2031.975,0
2024-02-08 20:00:00,2031.975,2034.978,2031.975,2032.655,0
2024-02-09 00:00:00,2032.615,2034.825,2030.425,2032.325,0
2024-02-09 04:00:00,2032.325,2033.495,2028.475,2028.725,0
2024-02-09 08:00:00,2028.705,2037.058,2020.195,2021.535,0
2024-02-09 12:00:00,2021.455,2026.245,2021.185,2025.035,0
2024-02-09 16:00:00,2025.035,2025.505,2023.795,2024.155,0
2024-02-11 16:00:00,2023.495,2026.708,2023.194,2025.065,0
2024-02-11 20:00:00,2025.095,2026.505,2021.755,2023.075,0
2024-02-12 00:00:00,2023.105,2027.158,2022.865,2023.605,0
2024-02-12 04:00:00,2023.565,2023.775,2019.915,2021.325,0
2024-02-12 08:00:00,2021.395,2027.505,2011.795,2015.865,0
2024-02-12 12:00:00,2015.865,2021.448,2015.575,2019.955,0
2024-02-12 16:00:00,2020.035,2020.408,2018.235,2019.398,0
2024-02-12 20:00:00,2019.334,2021.125,2016.785,2018.895,0
2024-02-13 00:00:00,2018.905,2026.195,2018.905,2026.075,0
2024-02-13 04:00:00,2026.005,2029.255,2025.095,2028.175,0
2024-02-13 08:00:00,2028.155,2032.845,1989.985,1994.815,0
2024-02-13 12:00:00,1994.845,1995.935,1991.165,1992.525,0
2024-02-13 16:00:00,1992.545,1993.468,1990.655,1992.555,0
2024-02-13 20:00:00,1992.605,1993.515,1988.735,1992.285,0
2024-02-14 00:00:00,1992.265,1993.245,1985.945,1988.355,0
2024-02-14 04:00:00,1988.375,1993.315,1988.298,1990.175,0
2024-02-14 08:00:00,1990.195,1993.545,1984.088,1993.075,0
2024-02-14 12:00:00,1993.055,1996.025,1989.535,1991.025,0
2024-02-14 16:00:00,1990.945,1994.165,1990.258,1993.585,0
2024-02-14 20:00:00,1993.535,1994.195,1990.175,1991.945,0
2024-02-15 00:00:00,1991.925,1995.935,1991.495,1995.065,0
2024-02-15 04:00:00,1995.068,1999.035,1993.775,1997.915,0
2024-02-15 08:00:00,1997.915,2008.175,1995.585,2000.085,0
2024-02-15 12:00:00,2000.105,2006.375,2000.005,2004.315,0
2024-02-15 16:00:00,2004.335,2004.658,2002.228,2002.428,0
2024-02-15 20:00:00,2002.428,2005.555,2002.278,2003.555,0
2024-02-16 00:00:00,2003.535,2006.405,2002.625,2004.875,0
2024-02-16 04:00:00,2004.905,2008.045,2004.105,2006.755,0
2024-02-16 08:00:00,2006.705,2010.915,1994.985,2009.125,0
2024-02-16 12:00:00,2009.115,2015.095,2008.635,2011.835,0
2024-02-16 16:00:00,2011.855,2013.835,2011.855,2013.055,0
2024-02-18 16:00:00,2014.595,2019.995,2009.935,2018.715,0
2024-02-18 20:00:00,2018.705,2022.785,2016.295,2018.985,0
2024-02-19 00:00:00,2018.985,2022.895,2018.475,2020.075,0
2024-02-19 04:00:00,2020.095,2020.635,2015.905,2016.685,0
2024-02-19 08:00:00,2016.665,2019.158,2013.185,2016.145,0
2024-02-19 12:00:00,2016.165,2018.435,2015.925,2017.775,0
2024-02-19 16:00:00,2017.498,2017.855,2014.945,2016.135,0
2024-02-19 20:00:00,2016.135,2019.645,2015.135,2019.405,0
2024-02-20 00:00:00,2019.465,2022.885,2017.635,2022.735,0
2024-02-20 04:00:00,2022.678,2027.915,2022.435,2026.565,0
2024-02-20 08:00:00,2026.595,2030.765,2025.315,2026.805,0
2024-02-20 12:00:00,2026.805,2028.785,2023.465,2024.225,0
2024-02-20 16:00:00,2024.315,2024.885,2022.835,2023.455,0
2024-02-20 20:00:00,2023.465,2031.195,2023.215,2030.765,0
2024-02-21 00:00:00,2030.825,2032.195,2026.105,2026.455,0
2024-02-21 04:00:00,2026.445,2030.075,2025.845,2029.355,0
2024-02-21 08:00:00,2029.335,2031.475,2023.135,2023.855,0
2024-02-21 12:00:00,2023.905,2026.895,2019.915,2024.268,0
2024-02-21 16:00:00,2024.265,2026.685,2023.858,2026.375,0
2024-02-21 20:00:00,2026.395,2028.835,2025.448,2028.745,0
2024-02-22 00:00:00,2028.815,2034.708,2028.098,2033.135,0
2024-02-22 04:00:00,2033.155,2033.155,2027.155,2028.175,0
2024-02-22 08:00:00,2028.195,2028.485,2019.725,2020.865,0
2024-02-22 12:00:00,2020.885,2024.598,2019.555,2024.528,0
2024-02-22 16:00:00,2024.528,2026.075,2022.685,2024.395,0
2024-02-22 20:00:00,2024.394,2027.295,2023.955,2025.995,0
2024-02-23 00:00:00,2026.035,2026.095,2018.025,2019.455,0
2024-02-23 04:00:00,2019.445,2028.695,2015.955,2027.905,0
2024-02-23 08:00:00,2027.935,2038.455,2024.065,2038.265,0
2024-02-23 12:00:00,2038.335,2041.285,2035.605,2036.535,0
2024-02-23 16:00:00,2036.465,2036.515,2034.955,2035.215,0
2024-02-25 16:00:00,2034.295,2034.865,2029.795,2030.235,0
2024-02-25 20:00:00,2030.255,2033.955,2029.775,2032.155,0
2024-02-26 00:00:00,2032.095,2036.965,2031.795,2033.965,0
2024-02-26 04:00:00,2033.935,2035.325,2030.645,2032.775,0
2024-02-26 08:00:00,2032.694,2034.328,2024.975,2027.685,0
2024-02-26 12:00:00,2027.715,2033.555,2026.475,2032.208,0
2024-02-26 16:00:00,2032.198,2032.425,2030.398,2031.425,0
2024-02-26 20:00:00,2031.445,2034.495,2031.185,2033.675,0
2024-02-27 00:00:00,2033.685,2039.375,2032.745,2038.005,0
2024-02-27 04:00:00,2038.025,2038.978,2034.525,2038.215,0
2024-02-27 08:00:00,2038.235,2038.565,2031.715,2033.015,0
2024-02-27 12:00:00,2033.045,2035.965,2028.725,2030.065,0
2024-02-27 16:00:00,2030.065,2031.175,2029.075,2030.725,0
2024-02-27 20:00:00,2030.725,2033.625,2029.645,2030.118,0
2024-02-28 00:00:00,2030.064,2031.965,2026.575,2026.695,0
2024-02-28 04:00:00,2026.655,2030.345,2024.355,2029.475,0
2024-02-28 08:00:00,2029.478,2037.805,2028.958,2033.505,0
2024-02-28 12:00:00,2033.525,2035.478,2030.738,2033.658,0
2024-02-28 16:00:00,2033.645,2035.505,2032.975,2034.095,0
2024-02-28 20:00:00,2034.095,2037.015,2034.095,2035.048,0
2024-02-29 00:00:00,2035.085,2037.735,2034.355,2037.135,0
2024-02-29 04:00:00,2037.255,2037.385,2028.015,2030.155,0
2024-02-29 08:00:00,2030.165,2050.605,2030.095,2044.835,0
2024-02-29 12:00:00,2044.804,2046.785,2043.138,2043.935,0
2024-02-29 16:00:00,2043.995,2044.235,2042.765,2043.594,0
2024-02-29 20:00:00,2043.594,2046.755,2042.955,2045.425,0
2024-03-01 00:00:00,2045.505,2048.745,2038.915,2039.745,0
2024-03-01 04:00:00,2039.725,2057.395,2039.365,2052.275,0
2024-03-01 08:00:00,2052.258,2081.865,2045.495,2081.045,0
2024-03-01 12:00:00,2080.875,2088.215,2079.925,2083.375,0
2024-03-01 16:00:00,2083.375,2083.898,2082.345,2082.395,0
2024-03-03 16:00:00,2081.835,2086.145,2081.835,2082.535,0
2024-03-03 20:00:00,2082.635,2083.365,2079.308,2080.715,0
2024-03-04 00:00:00,2080.635,2088.195,2080.395,2083.765,0
2024-03-04 04:00:00,2083.785,2086.065,2081.755,2082.465,0
2024-03-04 08:00:00,2082.465,2119.805,2081.018,2119.178,0
2024-03-04 12:00:00,2119.165,2119.648,2113.208,2116.585,0
2024-03-04 16:00:00,2116.555,2117.205,2113.295,2115.395,0
2024-03-04 20:00:00,2115.345,2116.725,2110.375,2115.815,0
2024-03-05 00:00:00,2115.765,2123.275,2113.845,2120.575,0
2024-03-05 04:00:00,2120.645,2127.235,2118.925,2124.278,0
2024-03-05 08:00:00,2124.295,2141.748,2122.265,2128.225,0
2024-03-05 12:00:00,2128.258,2134.655,2127.425,2129.528,0
2024-03-05 16:00:00,2129.528,2129.958,2126.035,2126.805,0
2024-03-05 20:00:00,2126.805,2127.918,2123.615,2126.115,0
2024-03-06 00:00:00,2126.085,2131.445,2124.255,2124.975,0
2024-03-06 04:00:00,2124.975,2134.958,2124.575,2134.125,0
2024-03-06 08:00:00,2134.105,2149.755,2131.345,2148.078,0
2024-03-06 12:00:00,2148.078,2152.085,2139.345,2146.615,0
2024-03-06 16:00:00,2146.555,2151.135,2144.445,2148.815,0
2024-03-06 20:00:00,2148.855,2161.435,2144.048,2158.115,0
2024-03-07 00:00:00,2158.125,2159.735,2151.435,2155.225,0
2024-03-07 04:00:00,2155.225,2158.845,2153.128,2158.295,0
2024-03-07 08:00:00,2158.295,2164.635,2147.825,2156.095,0
2024-03-07 12:00:00,2156.115,2160.785,2155.185,2158.535,0
2024-03-07 16:00:00,2158.575,2163.475,2158.275,2160.775,0
2024-03-07 20:00:00,2160.795,2161.675,2153.895,2157.625,0
2024-03-08 00:00:00,2157.665,2168.615,2156.385,2165.085,0
2024-03-08 04:00:00,2165.125,2170.995,2164.525,2165.905,0
2024-03-08 08:00:00,2165.905,2185.305,2155.778,2180.575,0
2024-03-08 12:00:00,2180.585,2195.085,2168.215,2177.185,0
2024-03-08 16:00:00,2177.114,2179.155,2176.755,2178.965,0
2024-03-10 16:00:00,2179.015,2188.925,2177.005,2186.595,0
2024-03-10 20:00:00,2186.605,2186.685,2176.755,2180.585,0
2024-03-11 00:00:00,2180.615,2182.958,2176.625,2177.335,0
2024-03-11 04:00:00,2177.325,2181.445,2175.785,2177.035,0
2024-03-11 08:00:00,2177.015,2185.595,2174.695,2180.715,0
2024-03-11 12:00:00,2180.755,2184.048,2177.045,2182.085,0
2024-03-11 16:00:00,2182.008,2184.625,2180.165,2180.335,0
2024-03-11 20:00:00,2180.345,2183.005,2176.695,2178.085,0
2024-03-12 00:00:00,2178.095,2179.075,2173.485,2177.715,0
2024-03-12 04:00:00,2177.745,2181.868,2160.908,2169.675,0
2024-03-12 08:00:00,2169.655,2169.795,2152.545,2165.655,0
2024-03-12 12:00:00,2165.648,2165.648,2150.455,2158.045,0
2024-03-12 16:00:00,2157.538,2161.335,2155.665,2159.215,0
2024-03-12 20:00:00,2159.235,2161.495,2157.198,2159.255,0
2024-03-13 00:00:00,2159.215,2161.408,2157.835,2158.115,0
2024-03-13 04:00:00,2158.105,2166.185,2157.395,2163.408,0
2024-03-13 08:00:00,2163.405,2174.575,2161.345,2173.585,0
2024-03-13 12:00:00,2173.585,2179.745,2171.665,2174.065,0
2024-03-13 16:00:00,2173.568,2176.495,2173.485,2176.195,0
2024-03-13 20:00:00,2176.255,2176.848,2170.915,2171.635,0
2024-03-14 00:00:00,2171.595,2171.845,2167.325,2169.465,0
2024-03-14 04:00:00,2169.475,2171.935,2160.345,2162.675,0
2024-03-14 08:00:00,2162.655,2167.145,2152.665,2158.548,0
2024-03-14 12:00:00,2158.544,2164.905,2157.928,2161.765,0
2024-03-14 16:00:00,2161.338,2163.035,2160.485,2162.575,0
2024-03-14 20:00:00,2162.575,2165.875,2161.575,2164.365,0
2024-03-15 00:00:00,2164.435,2169.975,2163.485,2168.895,0
2024-03-15 04:00:00,2168.925,2172.615,2157.475,2161.705,0
2024-03-15 08:00:00,2161.695,2166.615,2156.435,2158.685,0
2024-03-15 12:00:00,2158.715,2160.495,2155.115,2155.625,0
2024-03-17 16:00:00,2155.395,2157.435,2151.435,2156.515,0
2024-03-17 20:00:00,2156.505,2156.535,2145.985,2147.255,0
2024-03-18 00:00:00,2147.195,2154.385,2145.985,2153.378,0
2024-03-18 04:00:00,2153.378,2163.455,2153.208,2158.985,0
2024-03-18 08:00:00,2158.955,2161.178,2154.465,2159.805,0
2024-03-18 12:00:00,2159.815,2161.048,2158.015,2159.995,0
2024-03-18 16:00:00,2159.698,2162.745,2159.698,2160.545,0
2024-03-18 20:00:00,2160.545,2162.675,2158.485,2160.165,0
2024-03-19 00:00:00,2160.165,2160.375,2147.045,2153.015,0
2024-03-19 04:00:00,2153.055,2158.535,2150.645,2156.865,0
2024-03-19 08:00:00,2156.845,2158.615,2148.285,2154.425,0
2024-03-19 12:00:00,2154.445,2158.355,2154.245,2156.995,0
2024-03-19 16:00:00,2157.298,2159.565,2155.125,2157.075,0
2024-03-19 20:00:00,2157.105,2160.135,2156.535,2156.785,0
2024-03-20 00:00:00,2156.795,2159.378,2154.375,2156.085,0
2024-03-20 04:00:00,2156.085,2156.105,2149.475,2153.105,0
2024-03-20 08:00:00,2153.155,2164.755,2150.385,2157.585,0
2024-03-20 12:00:00,2157.605,2188.735,2156.485,2185.855,0
2024-03-20 16:00:00,2186.255,2222.875,2186.185,2198.865,0
2024-03-20 20:00:00,2198.825,2212.275,2197.865,2203.185,0
2024-03-21 00:00:00,2203.205,2210.095,2196.735,2201.455,0
2024-03-21 04:00:00,2201.515,2211.685,2199.795,2207.595,0
2024-03-21 08:00:00,2207.615,2208.035,2166.264,2179.815,0
2024-03-21 12:00:00,2179.815,2183.875,2178.425,2180.815,0
2024-03-21 16:00:00,2181.285,2185.965,2180.698,2184.895,0
2024-03-21 20:00:00,2184.885,2185.805,2171.735,2173.505,0
2024-03-22 00:00:00,2173.505,2176.175,2162.475,2167.865,0
2024-03-22 04:00:00,2167.895,2176.108,2165.075,2174.495,0
2024-03-22 08:00:00,2174.485,2180.035,2161.525,2162.595,0
2024-03-22 12:00:00,2162.545,2167.155,2157.035,2165.055,0
2024-03-24 16:00:00,2165.475,2169.355,2163.965,2165.435,0
2024-03-24 20:00:00,2165.465,2178.245,2163.885,2169.345,0
2024-03-25 00:00:00,2169.375,2170.985,2163.455,2165.605,0
2024-03-25 04:00:00,2165.625,2176.935,2164.225,2174.415,0
2024-03-25 08:00:00,2174.405,2181.205,2172.925,2175.705,0
2024-03-25 12:00:00,2175.715,2176.555,2170.615,2171.235,0
2024-03-25 16:00:00,2171.195,2174.295,2171.088,2173.745,0
2024-03-25 20:00:00,2173.765,2174.235,2167.458,2172.215,0
2024-03-26 00:00:00,2172.185,2179.145,2169.525,2178.215,0
2024-03-26 04:00:00,2178.215,2199.995,2178.215,2187.825,0
2024-03-26 08:00:00,2187.845,2192.748,2171.595,2176.688,0
2024-03-26 12:00:00,2176.665,2179.095,2174.508,2178.515,0
2024-03-26 16:00:00,2178.065,2180.085,2176.625,2177.385,0
2024-03-26 20:00:00,2177.355,2181.615,2173.275,2178.285,0
2024-03-27 00:00:00,2178.265,2182.585,2175.625,2177.345,0
2024-03-27 04:00:00,2177.305,2197.505,2176.495,2185.968,0
2024-03-27 08:00:00,2185.975,2195.125,2183.435,2192.335,0
2024-03-27 12:00:00,2192.315,2195.065,2188.925,2194.335,0
2024-03-27 16:00:00,2193.998,2194.065,2187.225,2188.958,0
2024-03-27 20:00:00,2188.965,2196.775,2187.378,2195.565,0
2024-03-28 00:00:00,2195.555,2200.545,2190.725,2194.635,0
2024-03-28 04:00:00,2194.645,2216.805,2192.385,2215.605,0
2024-03-28 08:00:00,2215.615,2225.365,2202.094,2220.285,0
2024-03-28 12:00:00,2220.305,2236.015,2216.608,2232.698,0
2024-03-31 16:00:00,2238.435,2245.185,2234.845,2236.805,0
2024-03-31 20:00:00,2245.935,2265.035,2243.755,2264.325,0
2024-04-01 00:00:00,2264.345,2265.585,2256.785,2257.358,0
2024-04-01 04:00:00,2257.355,2260.085,2245.435,2246.745,0
2024-04-01 08:00:00,2246.745,2257.758,2228.395,2239.625,0
2024-04-01 12:00:00,2239.605,2244.648,2234.635,2244.648,0
2024-04-01 16:00:00,2244.648,2255.745,2242.948,2248.885,0
2024-04-01 20:00:00,2248.865,2255.165,2246.585,2251.485,0
2024-04-02 00:00:00,2251.585,2259.798,2250.295,2256.315,0
2024-04-02 04:00:00,2256.315,2266.695,2255.168,2260.495,0
2024-04-02 08:00:00,2260.555,2276.858,2250.785,2258.528,0
2024-04-02 12:00:00,2258.525,2279.325,2254.035,2277.348,0
